id,name,sku,category,price,retail_price,covers_sqft,unit,description,image_url,is_sunburst_exclusive
p_XBJAB77A_53,Dynamic Microfiber 6” (2pk),SB-CAT-DYNA-153,brushes,9.95,14.43,0,piece,"Official Sunburst Paints certified industrial catalog item. Specially formulated for durability, premium flow, and professional-grade finish. Part of our Sunburst Paints and Coatings Ltd inventory.",https://images.unsplash.com/photo-1589939705384-5185137a7f0f?auto=format&fit=crop&w=300&q=80,true
p_N2IPAQCA_54,Dynamic Microfiber Mini Roller Kit,SB-CAT-DYNA-154,brushes,12.5,18.13,0,piece,"Official Sunburst Paints certified industrial catalog item. Specially formulated for durability, premium flow, and professional-grade finish. Part of our Sunburst Paints and Coatings Ltd inventory.",https://images.unsplash.com/photo-1589939705384-5185137a7f0f?auto=format&fit=crop&w=300&q=80,true
p_V2OO4ATC_55,Dynamic Multi Roller Refills,SB-CAT-DYNA-155,brushes,4.5,6.52,0,piece,"Official Sunburst Paints certified industrial catalog item. Specially formulated for durability, premium flow, and professional-grade finish. Part of our Sunburst Paints and Coatings Ltd inventory.",https://images.unsplash.com/photo-1589939705384-5185137a7f0f?auto=format&fit=crop&w=300&q=80,true
p_A6A3NDLS_56,Empty buckets,SB-CAT-EMPT-156,hardware,14.5,21.02,0,piece,"Official Sunburst Paints certified industrial catalog item. Specially formulated for durability, premium flow, and professional-grade finish. Part of our Sunburst Paints and Coatings Ltd inventory.",https://images.unsplash.com/photo-1589939705384-5185137a7f0f?auto=format&fit=crop&w=300&q=80,true
p_SD6ZUYKF_57,Empty can,SB-CAT-EMPT-157,hardware,4.3,6.23,0,piece,"Official Sunburst Paints certified industrial catalog item. Specially formulated for durability, premium flow, and professional-grade finish. Part of our Sunburst Paints and Coatings Ltd inventory.",https://images.unsplash.com/photo-1589939705384-5185137a7f0f?auto=format&fit=crop&w=300&q=80,true
p_PK7YUXLI_58,Extension Pole -4ft,SB-CAT-EXTE-158,brushes,8,11.6,0,piece,"Official Sunburst Paints certified industrial catalog item. Specially formulated for durability, premium flow, and professional-grade finish. Part of our Sunburst Paints and Coatings Ltd inventory.",https://images.unsplash.com/photo-1589939705384-5185137a7f0f?auto=format&fit=crop&w=300&q=80,true
p_RYYAF24R_59,Fiberglass extension pole,SB-CAT-FIBE-159,brushes,19.95,28.93,0,piece,"Official Sunburst Paints certified industrial catalog item. Specially formulated for durability, premium flow, and professional-grade finish. Part of our Sunburst Paints and Coatings Ltd inventory.",https://images.unsplash.com/photo-1589939705384-5185137a7f0f?auto=format&fit=crop&w=300&q=80,true
p_CK3ZXDBC_60,Fill by load,SB-CAT-FILL-160,paint,272.73,395.46,400,gallon,"Official Sunburst Paints certified industrial catalog item. Specially formulated for durability, premium flow, and professional-grade finish. Part of our Sunburst Paints and Coatings Ltd inventory.",https://images.unsplash.com/photo-1589939705384-5185137a7f0f?auto=format&fit=crop&w=300&q=80,true
p_DEWOCCVU_61,Fill by yard,SB-CAT-FILL-161,paint,18.18,26.36,400,gallon,"Official Sunburst Paints certified industrial catalog item. Specially formulated for durability, premium flow, and professional-grade finish. Part of our Sunburst Paints and Coatings Ltd inventory.",https://images.unsplash.com/photo-1589939705384-5185137a7f0f?auto=format&fit=crop&w=300&q=80,true
p_HUSN7IUX_62,Frame plus pole 4ft,SB-CAT-FRAM-162,brushes,24.95,36.18,0,piece,"Official Sunburst Paints certified industrial catalog item. Specially formulated for durability, premium flow, and professional-grade finish. Part of our Sunburst Paints and Coatings Ltd inventory.",https://images.unsplash.com/photo-1589939705384-5185137a7f0f?auto=format&fit=crop&w=300&q=80,true
p_GW7QHL2B_63,Frame plus pole 6ft,SB-CAT-FRAM-163,brushes,28.95,41.98,0,piece,"Official Sunburst Paints certified industrial catalog item. Specially formulated for durability, premium flow, and professional-grade finish. Part of our Sunburst Paints and Coatings Ltd inventory.",https://images.unsplash.com/photo-1589939705384-5185137a7f0f?auto=format&fit=crop&w=300&q=80,true
p_XUNEV2R5_64,Gallon Black Flat,SB-CAT-GALL-164,paint,48,69.6,400,gallon,"Official Sunburst Paints certified industrial catalog item. Specially formulated for durability, premium flow, and professional-grade finish. Part of our Sunburst Paints and Coatings Ltd inventory.",https://images.unsplash.com/photo-1589939705384-5185137a7f0f?auto=format&fit=crop&w=300&q=80,true
p_6IKR67NG_65,IPG Moving Tape,SB-CAT-IPGM-165,brushes,4,5.8,0,piece,"Official Sunburst Paints certified industrial catalog item. Specially formulated for durability, premium flow, and professional-grade finish. Part of our Sunburst Paints and Coatings Ltd inventory.",https://images.unsplash.com/photo-1589939705384-5185137a7f0f?auto=format&fit=crop&w=300&q=80,true
p_YZCDPOOX_66,Metal Drum,SB-CAT-META-166,paint,45.45,65.9,400,gallon,"Official Sunburst Paints certified industrial catalog item. Specially formulated for durability, premium flow, and professional-grade finish. Part of our Sunburst Paints and Coatings Ltd inventory.",https://images.unsplash.com/photo-1589939705384-5185137a7f0f?auto=format&fit=crop&w=300&q=80,true
p_JBGEEFAZ_67,Metal Pan,SB-CAT-META-167,paint,6,8.7,400,gallon,"Official Sunburst Paints certified industrial catalog item. Specially formulated for durability, premium flow, and professional-grade finish. Part of our Sunburst Paints and Coatings Ltd inventory.",https://images.unsplash.com/photo-1589939705384-5185137a7f0f?auto=format&fit=crop&w=300&q=80,true
p_TZ4CBO7G_68,Mix Match 5 gal.,SB-CAT-MIXM-168,paint,180,261,2000,5 gallon,"Official Sunburst Paints certified industrial catalog item. Specially formulated for durability, premium flow, and professional-grade finish. Part of our Sunburst Paints and Coatings Ltd inventory.",https://images.unsplash.com/photo-1589939705384-5185137a7f0f?auto=format&fit=crop&w=300&q=80,true
p_GV64K2BT_69,Mix match,SB-CAT-MIXM-169,paint,31.82,46.14,400,gallon,"Official Sunburst Paints certified industrial catalog item. Specially formulated for durability, premium flow, and professional-grade finish. Part of our Sunburst Paints and Coatings Ltd inventory.",https://images.unsplash.com/photo-1589939705384-5185137a7f0f?auto=format&fit=crop&w=300&q=80,true
p_UFAZ32JL_70,Mix n Match,SB-CAT-MIXN-170,paint,150,217.5,400,gallon,Light color,https://images.unsplash.com/photo-1589939705384-5185137a7f0f?auto=format&fit=crop&w=300&q=80,true
p_HPYSOOOA_71,New Zealand Green 1 gal,SB-CAT-NEWZ-171,paint,75.95,110.13,400,gallon,"Official Sunburst Paints certified industrial catalog item. Specially formulated for durability, premium flow, and professional-grade finish. Part of our Sunburst Paints and Coatings Ltd inventory.",https://images.unsplash.com/photo-1589939705384-5185137a7f0f?auto=format&fit=crop&w=300&q=80,true
p_MRST3AFR_72,New Zealand Green 5 gal,SB-CAT-NEWZ-172,paint,300,435,2000,5 gallon,"Official Sunburst Paints certified industrial catalog item. Specially formulated for durability, premium flow, and professional-grade finish. Part of our Sunburst Paints and Coatings Ltd inventory.",https://images.unsplash.com/photo-1589939705384-5185137a7f0f?auto=format&fit=crop&w=300&q=80,true
p_PJZUMFRO_73,Ospho (Rust surfaces),SB-CAT-OSPH-173,paint,18,26.1,400,gallon,"Official Sunburst Paints certified industrial catalog item. Specially formulated for durability, premium flow, and professional-grade finish. Part of our Sunburst Paints and Coatings Ltd inventory.",https://images.unsplash.com/photo-1589939705384-5185137a7f0f?auto=format&fit=crop&w=300&q=80,true
p_NSTML7HH_74,Paint & Primer Spray (Metallic),SB-CAT-PAIN-174,brushes,11.77,17.07,0,piece,"Official Sunburst Paints certified industrial catalog item. Specially formulated for durability, premium flow, and professional-grade finish. Part of our Sunburst Paints and Coatings Ltd inventory.",https://images.unsplash.com/photo-1589939705384-5185137a7f0f?auto=format&fit=crop&w=300&q=80,true
p_X4XHGLYS_75,Paint Thinner - 1 gal,SB-CAT-PAIN-175,brushes,18,26.1,0,piece,"Official Sunburst Paints certified industrial catalog item. Specially formulated for durability, premium flow, and professional-grade finish. Part of our Sunburst Paints and Coatings Ltd inventory.",https://images.unsplash.com/photo-1589939705384-5185137a7f0f?auto=format&fit=crop&w=300&q=80,true
p_WXH26XZ5_76,Paint and primer Spray (Key Lime),SB-CAT-PAIN-176,brushes,9.95,14.43,0,piece,"Official Sunburst Paints certified industrial catalog item. Specially formulated for durability, premium flow, and professional-grade finish. Part of our Sunburst Paints and Coatings Ltd inventory.",https://images.unsplash.com/photo-1589939705384-5185137a7f0f?auto=format&fit=crop&w=300&q=80,true
p_7P3QMI73_77,Paint with formula,SB-CAT-PAIN-177,paint,250,362.5,400,gallon,"Official Sunburst Paints certified industrial catalog item. Specially formulated for durability, premium flow, and professional-grade finish. Part of our Sunburst Paints and Coatings Ltd inventory.",https://images.unsplash.com/photo-1589939705384-5185137a7f0f?auto=format&fit=crop&w=300&q=80,true
p_UM47ICGZ_78,Paint without formula,SB-CAT-PAIN-178,paint,180,261,400,gallon,"Official Sunburst Paints certified industrial catalog item. Specially formulated for durability, premium flow, and professional-grade finish. Part of our Sunburst Paints and Coatings Ltd inventory.",https://images.unsplash.com/photo-1589939705384-5185137a7f0f?auto=format&fit=crop&w=300&q=80,true
p_5R64OBGQ_79,Painters tape - blue 24mm,SB-CAT-PAIN-179,brushes,7.95,11.53,0,piece,"Official Sunburst Paints certified industrial catalog item. Specially formulated for durability, premium flow, and professional-grade finish. Part of our Sunburst Paints and Coatings Ltd inventory.",https://images.unsplash.com/photo-1589939705384-5185137a7f0f?auto=format&fit=crop&w=300&q=80,true
